"Modulus of elasticity","The ratio of the applied stress to the resultant strain, produced by the stress, occurring when the metal is behaving in an elastic manner. If the stress occurs from tensile loading conditions the ratio, the modulus elasticity, is known as Young's modulus (E) and it is a measure of the stiffness of the metal."
"Molybdenum","A strong carbide forming element in steel. Produces a pronounced secondary hardening effect and so is present in hot working tool steels and is used as a partial replacement for tungsten in certain grades of high-speed steel. Greatly improves hardenability (of the elements commonly added for this purpose only vanadium has a stronger effect), and reduces temper embrittlement, so is often used in quenched and tempered engineering steels. Used in conjunction with Cr and V in creep resistant steels. Up to 5% can be present in maraging steels. Added to stainless steels to promote resistance to pitting and crevice corrosion attack."
"Nesting","Where parts are grouped together on a plate to achieve best fit and hence minimise yield loss."
"Nickel","Widely used as an alloying element in steels. Up to 5.0% can be present in general engineering and in case hardening steels. Improves strength and toughness and increases hardenability. Larger amounts are present in austenitic stainless and in heat resisting steels. Also used in Invar, a controlled thermal expansion alloy, and in permanent magnet alloys."
"Niobium","Known as columbium in the USA. A strong carbide forming element in steel. Present in amounts up to 0.1% in high strength low alloy (microalloyed) structural steel and used in stabilised grades of austenitic stainless steel. Can also be used as a stabilising element in ultra low carbon (ULC) steels."
"Nitriding","A thermochemical treatment in which nitrogen is diffused into the steel. The treatment is usually carried out at a temperature around 500°C, in either a gas or salt bath atmosphere, or with the use of a plasma."
"Non-Destructive Testing (NDT)","Also known as non-destructive inspection. Any technique that uses radiography, ultra-sonics, dye-penetrant, magnetic particles, eddy currents etc. to determine the quality of a material without permanently altering the completeness or properties of the material being tested."
"Non-Magnetic steels","Steels that have a stable, fully austenitic microstructure."
"Normalising","Heating up a steel to just above its upper critical temperature in order to transform it to austenite, followed by cooling to room temperature at such a rate that a refined equilibrium microstructure is produced. Often this means cooling in still air."
"Notched bar test","A test in which the test specimen has a notch of a standard geometry machined in it in order to produce a local stress concentration at the notch root when the specimen is tested. (See Charpy and Izod Impact tests)"
"Notching","The cutting out of any of a variety of possible shapes from the edge of a section, plate, blank or part."
"Oil hardening steel","A steel for which the liquid used for quenching is oil rather than any other medium."
"Oiling","The coating of steel with oil as a temporary rust preventative."
"Open hearth furnace","A melting furnace with a shallow hearth, on which the charge is placed beneath a low roof. Heating of the charge is both by direct flame and by radiation from the furnace roof and sidewalls. This type of furnace is no longer used in Western Europe as a steel making unit as the Basic Oxygen and the Electric Arc Furnace Steel making processes have now replaced it, for economic and quality reasons."
"Orange peel effect","The name given to the appearance of the surface roughening that can occur when a metal with an unusually coarse grain size is plastically deformed."
"Ore","A naturally occurring mineral that can be mined and treated for the extraction of any of its components, metallic or otherwise, on a commercial basis."
"Over heating","Heating a metal to such a high temperature, or for such a long time that its properties are degraded. When the original properties of the metal cannot be restored by thermal, mechanical or thermo-mechanical treatment the overheating is often termed 'burning'"
"Oxidation","A chemical reaction in which oxygen combines with the metal to convert it to its oxide form."
"Oxy-Acetylene welding","A process of fusion welding two pieces of metal together, with or without the addition of a filter metal, in which the heat source is a flame produced from the controlled combustion of oxygen and acetylene gases."
"Oxygen","Used in the Basic Oxygen Steel making process. When present in the form of oxide, inclusions in steel will reduce all mechanical properties, including ductility, and decrease machinability."
"Pearlite","A microstructural constituent of steel. It is a mixture of ferrite and cementite that normally exists in lamellar form and results from the eutectoidal breakdown of cooling of austenite."
"PH value","A measure of the relative acidity or alkalinity of a solution. It is the reciprocal of the logarithm of the hydrogen-ion activity in the solution. The pH values range from 0 to 14. A value of 7 is taken as neutral with values of decreasing magnitude below this indicating acidity and with values of increasing magnitude above this indicating increasing alkalinity."
"Phosphorous","Its presence in steel is nominally limited to below 0.05% because of its embrittling effect. It is a powerful solid solution hardening agent. It is important to be aware phosphorous, especially in combination with silicon, can influence the control of post-galvanising."
"Pickling","The removal of surface oxides from metals by chemical or electrochemical reaction."
"Pig iron","The high carbon iron produced from the blast furnace and cast into 'pig'."
"Pinch pass","The pass of sheet metal, at room temperature, through rolls to effect a very small reduction in thickness. (Typically 0.7 - 1.2%.) On low-carbon annealed steel sheet this is carried out in order to prevent the occurrence of stretcher strain markings on subsequent shaping of the sheet."
"Pipe","When used to describe a defect in a metal this term is used either to indicate: i) The central cavity formed by contraction, during solidification, in the top of ingot stock  ii) An imperfection seen in wrought material resulting from this cavity."
"Plate and cylinder rolling","The cold shaping of plate and sheet using rollers to produce cylinders or other rounded shapes, e.g. dished ends"
"Poisson's ratio","The absolute value of the ratio of the transverse (lateral) strain to the longitudinal strain when a material is being stressed elastically."
"Powder metallurgy","The technology of producing metals in powder form and of using this powder in the production of useful objects, compaction and sintering."
"Pre-Heating","The heating of metal stock prior to some further thermal or thermomechanical treatment."
"Press blanking","Press blanking is process in which (shaped) blanks are pressed out of strip feeding continuously into the press blanking machine."
"Profiles","With respect to steels this term covers two types of products: i) Shapes cut by flame, plasma or laser from steel sheet, plate or slab. ii) Steel sheet could roll formed or pressed to different profiles for use, for example, as cladding for buildings. iii) It could also refer to the variation in gauge across the width of a flat rolled product."
"Profiling","The flame, plasma or laser cutting of shapes from sheet, plate or slab."
"Projection welding","A resistance welding procedure in which the welds made between the parts to be joined are localised at performed projections (embossments) on the parts."
"Proof stress","The stress that will cause a specified small and permanent extension of a given material. It is normally quoted as the stress to obtain a 0.1%, or a 0.2%, extension in the material, the values being obtained from a tensile test."
"Quench cracking","Cracking, or even complete fracture, resulting from stress produced in the material by it being cooled rapidly from high temperature."
"Quenching","The rapid cooling from high temperature, generally by immersion in water, oil or polymer solutions. E.g. Quenched &amp; Tempered plates (RQT)."
"Radiography","A method of non-destructive inspection in which the object being inspected is exposed to a beam of X-rays or gamma rays and the resulting shadow image of the object is recorded on film or is displayed on a viewing screen or television monitor. Internal defects are then detected due to differences in absorption."
"Recrystallisation","The formation of new strain-free grains in a metal brought about either by heating a cold-worked metal, or by hot working a metal, or by heating a metal through an allotropic change."
"Red hardness","The hardness of a steel when it is at a temperature high enough to cause it to have a dull red appearance. The term usually associated with high speed tool steels as their chemical composition is such that they are generally capable of retaining sufficient hardness and hence their cutting ability even when the tool is at a dull red heat."
"Reduction of area","The difference between the original cross-sectional area of the gauge length of a tensile specimen and the cross-sectional area at the point of fracture. This difference is usually then expressed as a percentage of the original cross-sectional area and the result used as a measure of the ductility of the metal being tested."
"Residual stress","The stress in a body resulting from some previous forming and/or heat treatment operation. Found for example in castings, weldments and cold formed parts."
"Rimming steel","Rimming steel ingots are produced by adjusting the oxygen content of the liquid prior to casting so that vigorous carbon monoxide evolution occurs during solidification. This produces an ingot with an outer layer of very pure iron which gives rise to a sheet product with exce lent surface and good formability. The widespread adoption of the continuous casting process has resulted in rimming steels generally being replaced by killed steels. t"
"Rockwell hardness testing","A hardness test in which an indenter, either a cone-shaped diamond or a hard steel ball, is left for a set time under constant load on the test specimen. On release of the load the Rockwell hardness of the material, which is related the depth of the indentation produced, is displayed on a dial."
"Roller quenching","Roller quenching is a process associated with heat treatment. Components that have been taken up to the required temperature are then transported through the quenching medium on a roller table, thus rendering the process semi-continuous, and the properties of the product more consistent."
"Rolling","The reduction of the cross-sectional area of metal stock by its passage between rotating rolls"
"Rolling lap","See 'Lap'."
"Ruling section","The term ruling, or limited ruling section, is the maximum diameter or cross-section of a steel, of a particular chemical composition, up to which a specific set of mechanical properties apply after a given heat treatment. It is a term used particularly with respect to the mechanical properties of quenched and tempered steels."
"Salt bath","A bath of molten salt, the composition of which is varied according to the temperature and treatment required, in which steels are thermally or thermo-chemically treated."
"Scale","The thick oxide skin that forms on a steel when it is exposed to an oxidising environment for any length of time at high temperature."
"Scarfing","The cutting out of surface defects on steel with the use."
"Scrap","Discarded metallic material, arising from processing or from use, usually it is reclaimed by remelting and refining to produce new material."
"Seams","Numerous shallow grooves, cracks or striations, continuous or intermittent on the surface of wrought steel, the surfaces on which when viewed microscopically are generally heavily oxidised and decarburised. They result from the elongation during working of trapped gas pockets, blowholes or cracks that formed during the casting of the steel."
"Selenium (Se)","Can be added to improve the machinability of certain grades of stainless steel."
"SG Iron","An abbreviation for Spheroidal Graphite Cast Iron. This type of cast iron is produced by adding small amounts of ST cerium or magnesium to a molten iron, which normally solidifies to give a flake graphite iron. The spheroidal rather than the flake morphology of the graphite gives a measurable degree of ductility to the cast iron."
"Shearing","Cutting of sheet or strip to size using shear blades, as in a guillotine."
"Shearing test","Direct shear tests can be used to determine the shear strength of bar, plate or rivet stock. For a bar a portion of the test piece is clamped while the remaining portion extends over an open die. A load is applied, to this latter portion, at right angles to the specimen axis and increased until it shears through the specimen. The maximum load applied, divided by the area subjected to the shearing force gives the average shear strength of the material tested."
"Sheets","Flat rolled steel product with a width of 600mm and a thickness of up to 3mm."
"Shot","A round steel abrasive used in the blast cleaning process."
"Silicon","Used as a deoxidiser in steel making, and also as a strengthening agent. An alloy addition in spring steels (~1.5%), in heat resisting steel (1.5 - 3.5%) and in steel sheet for transformer cores (&gt;3%). It is important to be aware silicon can influence the control of post-galvanising, especially in combination with phosphorous."
"Sitting","The cutting of wide strip into narrower strip usually carried out using rotary cutters. The strip is normally decoiled before it is slit."
"Slotting","In sheet this involves the punching of elongated holes, (slots), through the steel using a punch and die. It is also applied to the cutting of a narrow aperture or groove in thicker material with a reciprocating tool cutter, broach or grinding wheel."
"Spinning","The forming of a seamless hollow metal part by forcing a rotating sheet metal blank to conform to the shape of a mandrel that is rotating concentrically with the blank."
"Spot welding","A method of joining two pieces of overlapping sheet metal together in which the welded region is limited to a 'spot' of approximately circular cross section. This localised weld is nominally made by a resistance welding technique but can also be made using an arc."
"Spring steel","Steel used for the manufacturer of springs. Depending on the type and application of the spring the steel composition can vary from a plain carbon type, to C-Si, to any of a range of alloy steels and if necessary to the use of a martensitic or austenitic stainless steel grade"
"Stabilisation","A term used in a number of different contexts: (i) A thermal treatment to stabilise the microstructure, mechanical properties or dimensions of a metal. (ii) The addition of the elements Ti or Nb in certain grades of austenitic stainless steel. (iii) The effect of the addition of AI to deep drawing sheet steel to prevent it from ageing. (iv) The addition of Ti and/or Nb to interstitial free steels to prevent ageing."
"Stainless steel","An iron-based alloy containing 10.5%, or more, of chromium. By the addition of other alloying elements to this basic ferritic alloy, such as Ni, C, N and Mo, a variety of different grades of stainless steel, namely austenitic, martensitic duplex and precipitation-hardened can be produced."
"Steel","An iron-based alloy in which the carbon content is less than its solubility limit in austenite. This limit is approximately 2.0% in non-alloy steel but may be higher in certain alloy steels."
"Strain ageing","The changes in ductility, yield strength and tensile strength that can occur with time in certain steels when they are stored after they have undergone plastic deformation by cold working."
"Strain hardening","The increase in strength and hardness that occurs when a metal is plastically deformed under such conditions that softening does not take place i.e. below the recrystalisation temperature. Also known as work hardening."
"Stress relieving","Although a degree of stress relaxation (stress relief) may occur at room temperature, this term normally implies a heat treatment in which the material is heated up and soaked at a suitable temperature before being control cooled back to room temperature. Stress relief occurs by creep, so the degree of relief achieved is both time and temperature dependent."
"Stress-Strain curve","A graphical plot of data obtained, usually from a tensile test, in which the stress on the metal being tested (the force causing the specimen to deform divided by the original cross-sectional area of the gauge length) is plotted against the resulting strain (the extension of the gauge length divided by its original length)."
"Subcritical annealing","An annealing heat treatment carried out as a temperature below the critical temperature of the steel."
"Sulphur","Normally kept as low as possible in steels as it has a detrimental effect on hot and cold formability, on ductility, or fatigue properties and on weldability. It is beneficial, in the form of manganese sulphide particles, on the machinability of steel and up to ~0.35% can be present in free-cutting materials."
"Surface hardening","A generic term covering several processes, such as carburising, nitriding, flame and induction hardening, that can be used to produce a surface layer, on a specific type of steel, that is harder than the core of the steel."
"Surface profile","Roughness of surface profile blast cleaning."
"Surface quality","Cleanliness of material surface following blast cleaning"
"Swaging","A process in which by hot or cold working the cross-sectional area of metal stock in the form of bar, rod, wire or tube is progressively reduced along its length by forging, hammering or squeezing. Ina rotary swage the reduction is achieved by rapid impact blows from revolving dies."
"Swarf","The chips and other particles of metal that are removed from the work-piece during a machining operation."
"Tellurium (Te)","Like selenium it is used, usually in conjunction with lead, to improve the machinability of steel."
"Temper","A term which is used in a number of different contexts: (i) A heat treatment carried out below the lower critical temperature to reduce the hardness and increase the toughness of steels that have been hardened by their transformation to martensite. (ii) In tool steels, the term is sometimes used, inadvisably so, to denote the carbon content of the steel. (iii) To grade the degree of hardness achieved by cold working of both non-ferrous metals and of low-carbon e.g. hard, half-hard, quarter-hard etc."
"Temper brittleness","A term used to describe a loss in toughness that can sometimes occur when a steel with a martensitic microstructure is tempered. It occurs only in alloy steels, which contain certain impurity elements, and which have either been tempered and then slowly cooled through, or used in, an embrittling temperature range."
"Temper colours","The colour of the thin oxide film that develops on a steel surface when the steel is tempered. The colour, which can range from a light straw to a deep purple, depends on the film thickness and so is dependent on both the time and temperature of the tempering. It is used to judge tempering temperatures when more accurate methods are not available."
"Temper rolling","In the steel industry this is a finishing light cold rolling reduction applied to cold-reduced and annealed low-carbon sheet to achieve one or more of the following: suppression of the yield point, increase in strength and hardness, improvement in flatness, attainment of a specific finish. In the case of metallic-coated steel sheet it may also be for the elimination and correction of flaws in the coating."
"Tempering","A heat treatment, in which steel hardened by transformation to martensite, is heated to a temperature below the lower critical temperature in order to decrease hardness and improve toughness."
"Tensile strength","This value is nominally obtained from a tensile test and is then the maximum load applied to the tensile test specimen before it fractures, divided by the original cross-sectional area of the gauge length. It is also known as the maximum stress or ultimate tensile strength."
"Tensile test","A test in which a specimen of a standardised geometry is gripped at both ends and stretched at a slow controlled rate by axial loading until rupture occurs. The test provides information on the strength and ductility of the material tested. (See BS EN 10002-1: 1990)"
"Thermo-mechanically controlled rolling","(i) Thermo-mechanically rolling:  This is the conventional hot rolling process as a result of which, in combination with the chemical composition of the material, the prescribed mechanical properties are obtained in the as-rolled condition. (ii) Normalised rolling: By carefully selected chemical composition and finishing and coiling temperature a set of prescribed mechanical properties is obtained which will still be achievable after the product has itself been normalised, i.e. at &gt;900°C."
"Tin","A corrosion protective coating for steel as in tinplate used in the packaging industry. An undesirable element in steel as it can give rise to hot shortness and to temper brittleness."
"Tolerances","The permissible deviation in specified nominal dimensions, or in other characteristics, of a piece of material or a part."
"Tool steel","A generic term covering a whole range of both carbon and alloy steels commonly used to make tools. This therefore includes steels used to make cutting tools, press tools, dies, moulds for both plastics and die-casting, hand-tools, in fact any tool used to shape metals or other materials."
"Torsional strength","The resistance of steel, or any other material, to deformation when it is subjected to torque."
"Toughness","A measure of the ability of a material to absorb energy and deform plastically before it fractures. It is proportional to the total area under the stress-strain curve, plotted from zero stress to fracture for the material. It is nominally determined for a metal from the energy absorbed in an impact test."
"Transformation range","The range of temperature within which austenite forms when a steel is being heated up or within which austenite transforms when a steel is being cooled down."
"Transformation temperature","The temperature at which a change in phase occurs in steel whilst still remaining a solid."
"Transition temperature","An arbitrarily defined temperature, that lies within the temperature range where the fracture mode of a notched steel impact test changes from ductile to brittle."
"Transverse test","A test made perpendicular to the principle direction in which the metal has been worked."
"TTT Curve","An abbreviation for the Time-Temperature-Transformation curve."
"Tufftriding","A process of low temperature (550-570°C), surface hardening of steel through immersion in a bath of molten cyanide-based salt. The resulting shallow nitrogen-enriched surface layer on the steel gives improvements in wear behaviour and in corrosion resistance."
"Tungsten","Forms very hard stable carbides in steel, so is often found in tool steels, up to 1.5-2.5%.  Much larger additions, 18% or more, can be found in some high speed steels."
"Ultimate tensile strength","The maximum load that a material withstands in a tensile test before it fractures, divided by the original cross-sectional area of the gauge length of the specimen. A more correct term to apply to this parameter of a material is Tensile Strength."
"Ultrasonic inspection","An inspection technique in which high frequency sound waves are introduced into material in order to detect any surface or subsurface flaws that may be present."
"Upsetting","The working of a piece of metal so that its length is reduced and the cross-section of part or all of the metal is increased."
"Vacuum Arc Remelting (VAR)","A process in which a metallic alloy in the form of an electrode, and which may be in either as-cast or wrought condition, is remained in vacuum, by means of a DC arc, and is then resolidified within a water-cooled copper mould. The primary benefits of the process are the removal of dissolved gases, the minimising of the content of undesired trace elements that have a high vapour pressure, improved cleanliness with respect to oxide inclusions and the avoidance of macro segregation and the minimising of micro segregation."
"Vacuum degassing","A secondary refining process for liquid steel in which it is exposed to a low pressure environment with the aim of achieving one or more of the following: reduction of dissolved gases - improved cleanliness - greater uniformity control of chemical composition."
"Vanadium (V)","Used in small amounts, up to 0.15% for grain refining and strengthening of microalloyed high strength structural steels and up to 0.2% in certain hot forging steels for improving hardenability. A strong carbide former, giving rise to secondary hardening, so is used in tool steels for use at elevated temperatures and in creep resistant steels."
"Vee","Preparation for welding."
"Vickers hardness test","Also known as the diamond pyramid test, as the indenter used in the test is a pyramid shaped diamond. This is forced under a given load into the metal specimen for a fixed time. On removal of the load the diagonals of the diamond-shaped indentation are measured under a low-power optical microscope. The average value of the two readings together with the applied load is then used to determine from standard tables, a hardness number for the metal. The load used is varied according to the softness or hardness of the metal being tested, and also its thickness."
"Welding","Joining two or more pieces of material together by the application of heat or pressure, or both, with or without the use of the filler material. The joint is formed either by inter-diffusion across the interface or by localised melting and re-solidification."
"Wet film","Thickness of paint film (wet)."
"Whiskers","A term used to describe metallic filamentary growths, barely visible to the naked eye, that can form on metals and which are stronger than the metal from which they form because of their relative freedom from defects."
"Widmanstatten structure","A description of a characteristic type of microstructure in which a second phase forms within a parent phase in a definite geometric pattern due to the crystallographic dependency between the two phases. The structure was originally observed in meteorites but can be produced readily in many metallic alloys e.g. the distribution and morphology of ferrite when it forms in coarse-grain austenite."
"Wolfram","The earlier name given to the metal tungsten. Wolframite is the name of one of the minerals from which tungsten metal is extracted."
"Woody fracture","A fracture that is fibrous or woody in appearance due to the elongated surfaces of separation on the fracture face. Seen particularly in fractures of wrought iron because of the presence in the material of elongated non-metallic particles."
"Work harden","A reduction in malleability (particularly relevant stainless materials)"
"Wrought iron","A commercial iron that has been largely superseded today by mild steel. Because of its mode of manufacture it contained a large amount of elongated slag particles in a predominantly ferritic matrix."
"X-Ray crystallography","The use of X-rays for determining the crystal structure of materials."
"Yield","Resistance of material to bending."
"Yield point","The point on the stress-stain curve of a metal at which it finishes deforming solely in an elastic manner and begins to deform plastically."
"Yield strength","The stress at which a metal begins to deform plastically, i.e. the stress at which the stress-strain curve first begins to deviate from linearity. When this is difficult to distinguish, the yield strength is defined in terms of a 0.1% or a 0.2% strain has been obtained."
"Young's modulus","When a material is behaving elastically, the ratio of the tensile or compressive stress to the resulting strain in the material is known as the modulus of elasticity, or Young's Modulus, of the material. It is the slope of the linear portion of the stress-strain curve of the material and is a measure of the stiffness of the material."
"Zinc","Applied to steels by hot dipping or by electroplating (galvanising) as a corrosion preventative coating."
"﻿Air-Hardening steel","Steel that because of its high alloy content will form martensite when cooled in air from the austenitic state."
